activity,patient
"[9.0, 4.9, 12.133333333333333, 3.7333333333333334, 7.5, 0.9, 7.966666666666667, 7.2, 13.0, 23.7, 2.0, 110.16666666666667, 123.53333333333333, 1103.9666666666667, 624.6333333333333, 390.2, 468.56666666666666, 441.06666666666666, 506.5, 531.8, 801.7333333333333, 841.2666666666667, 511.76666666666665, 725.5666666666667, 689.3333333333334, 401.8666666666667, 706.2, 493.76666666666665, 582.8666666666667, 823.3, 754.0333333333333, 852.3666666666667, 583.8333333333334, 400.3666666666667, 668.2333333333333, 507.96666666666664, 588.8, 683.9333333333333, 715.0666666666667, 813.1, 191.76666666666668, 355.06666666666666, 67.86666666666666, 137.36666666666667, 634.3666666666667, 42.766666666666666, 16.433333333333334, 4.333333333333333]",25.0
"[7.033333333333333, 5.633333333333334, 13.366666666666667, 10.466666666666667, 13.433333333333334, 22.1, 10.3, 15.433333333333334, 16.7, 0.0, 16.2, 18.033333333333335, 109.13333333333334, 616.0333333333333, 1230.2333333333333, 1494.8333333333333, 1398.2, 704.6333333333333, 133.76666666666668, 519.3666666666667, 646.6, 912.0666666666667, 1125.8333333333333, 989.1333333333333, 1346.4333333333334, 1414.8333333333333, 652.1333333333333, 842.5, 856.2333333333333, 509.53333333333336, 1581.5666666666666, 1471.3, 1238.7333333333333, 94.36666666666666, 1352.9, 1305.1666666666667, 1564.0333333333333, 1756.7666666666667, 760.7666666666667, 576.9666666666667, 534.9333333333333, 477.7, 8.1, 52.43333333333333, 505.06666666666666, 0.0, 14.9, 7.333333333333333]",25.0
"[3.1, 7.8, 126.2, 8.766666666666667, 16.833333333333332, 15.066666666666666, 0.0, 25.366666666666667, 25.066666666666666, 8.966666666666667, 44.166666666666664, 170.5, 56.43333333333333, 9.7, 23.166666666666668, 1.7333333333333334, 9.133333333333333, 549.1333333333333, 313.8666666666667, 151.46666666666667, 769.5333333333333, 734.2666666666667, 173.6, 170.43333333333334, 145.5, 432.8, 305.73333333333335, 295.2, 725.9, 574.6666666666666, 511.3, 1641.5666666666666, 1135.6, 887.4666666666667, 445.8333333333333, 1210.5, 1431.4, 881.4666666666667, 278.6666666666667, 1069.5666666666666, 127.66666666666667, 94.7, 456.76666666666665, 577.4333333333333, 713.3, 333.46666666666664, 0.0, 0.6666666666666666]",25.0
"[5.533333333333333, 12.633333333333333, 6.3, 4.2, 13.733333333333333, 8.1, 13.733333333333333, 6.166666666666667, 19.666666666666668, 13.8, 108.5, 8.033333333333333, 180.3, 336.76666666666665, 952.1333333333333, 451.7, 469.1666666666667, 790.3666666666667, 816.4666666666667, 825.0666666666667, 724.7, 700.3666666666667, 385.96666666666664, 413.56666666666666, 388.1, 378.1, 734.5333333333333, 757.1666666666666, 567.1333333333333, 873.0333333333333, 1105.6333333333334, 559.3666666666667, 871.2333333333333, 1855.2666666666667, 1521.7333333333333, 1184.0666666666666, 1731.6, 1405.2666666666667, 916.0666666666667, 539.3666666666667, 196.7, 374.6666666666667, 696.6666666666666, 22.166666666666668, 0.0, 3.1666666666666665, 3.2333333333333334, 15.433333333333334]",25.0
"[9.9, 2.533333333333333, 13.5, 6.7, 15.066666666666666, 5.366666666666666, 18.466666666666665, 11.333333333333334, 19.5, 4.833333333333333, 3.4, 15.6, 236.5, 444.73333333333335, 745.6333333333333, 461.7, 346.6333333333333, 683.0, 636.4, 324.1, 436.8333333333333, 614.2666666666667, 774.6, 455.96666666666664, 720.2333333333333, 788.4, 827.1333333333333, 803.6, 409.1, 803.7333333333333, 1691.5666666666666, 1569.2666666666667, 901.3333333333334, 907.9, 524.0, 200.73333333333332, 835.5666666666667, 771.7666666666667, 505.8666666666667, 266.8, 501.43333333333334, 472.1666666666667, 34.8, 3.1666666666666665, 6.166666666666667, 5.933333333333334, 8.933333333333334, 6.533333333333333]",25.0
"[9.933333333333334, 10.533333333333333, 12.133333333333333, 18.7, 2.1, 4.466666666666667, 22.4, 13.566666666666666, 18.5, 4.933333333333334, 17.7, 14.1, 18.4, 89.93333333333334, 63.233333333333334, 262.4, 217.73333333333332, 0.8666666666666667, 253.86666666666667, 1268.2666666666667, 952.9, 556.9666666666667, 845.7, 473.23333333333335, 368.6333333333333, 429.56666666666666, 391.1333333333333, 432.6333333333333, 3.533333333333333, 326.96666666666664, 1525.9333333333334, 635.0666666666667, 521.7333333333333, 323.53333333333336, 168.26666666666668, 552.4, 1.4, 930.6, 694.9666666666667, 251.96666666666667, 372.53333333333336, 698.0333333333333, 242.8, 563.8333333333334, 456.4, 558.5333333333333, 642.9, 641.9]",25.0
"[680.6666666666666, 453.56666666666666, 740.1333333333333, 703.5, 495.03333333333336, 149.73333333333332, 4.866666666666666, 7.5, 0.0, 7.333333333333333, 3.7, 3.7666666666666666, 8.1, 15.1, 3.433333333333333, 26.8, 147.83333333333334, 305.1333333333333, 386.93333333333334, 84.4, 201.13333333333333, 219.96666666666667, 700.5, 773.8333333333334, 545.5666666666667, 408.06666666666666, 8.3, 8.933333333333334, 568.7333333333333, 576.7, 283.56666666666666, 490.46666666666664, 411.1333333333333, 321.96666666666664, 71.53333333333333, 106.66666666666667, 121.63333333333334, 111.7, 136.06666666666666, 147.9, 532.4, 1092.7333333333333, 792.0333333333333, 25.166666666666668, 52.63333333333333, 618.3333333333334, 30.466666666666665, 0.0]",25.0
"[13.5, 1.3333333333333333, 1.7666666666666666, 5.7, 14.566666666666666, 12.166666666666666, 15.6, 4.3, 2.9, 1.8333333333333333, 5.433333333333334, 7.366666666666666, 45.96666666666667, 546.6, 723.8666666666667, 843.1666666666666, 640.6666666666666, 493.03333333333336, 682.6333333333333, 369.6666666666667, 288.2, 517.6333333333333, 601.7666666666667, 712.9666666666667, 338.23333333333335, 551.1, 312.6333333333333, 441.0, 593.6666666666666, 625.0, 681.3333333333334, 745.9666666666667, 1149.8, 247.3, 261.6666666666667, 549.2666666666667, 344.23333333333335, 100.8, 72.0, 528.0666666666667, 628.2666666666667, 461.8, 1067.7666666666667, 378.3666666666667, 560.6666666666666, 451.06666666666666, 0.0, 0.8333333333333334]",25.0
"[10.066666666666666, 16.233333333333334, 4.366666666666666, 6.966666666666667, 12.366666666666667, 83.2, 1.7333333333333334, 6.0, 5.633333333333334, 22.966666666666665, 8.933333333333334, 6.166666666666667, 86.86666666666666, 733.8, 1088.2666666666667, 628.7, 422.23333333333335, 364.53333333333336, 228.26666666666668, 553.0666666666667, 287.2, 265.43333333333334, 217.73333333333332, 354.96666666666664, 245.6, 402.43333333333334, 552.0333333333333, 415.4, 354.4, 396.06666666666666, 841.8333333333334, 858.9666666666667, 1128.5666666666666, 541.0333333333333, 295.73333333333335, 647.4333333333333, 365.1, 476.9, 370.46666666666664, 364.76666666666665, 230.1, 579.5, 0.0, 0.0, 9.8, 8.533333333333333, 9.833333333333334, 19.466666666666665]",25.0
"[6.6, 15.533333333333333, 10.266666666666667, 12.466666666666667, 10.633333333333333, 9.566666666666666, 8.2, 6.733333333333333, 12.2, 61.93333333333333, 3.433333333333333, 7.966666666666667, 92.13333333333334, 810.5333333333333, 1129.3333333333333, 635.3666666666667, 264.56666666666666, 381.43333333333334, 356.6333333333333, 334.0, 289.73333333333335, 376.6666666666667, 432.8666666666667, 385.93333333333334, 407.43333333333334, 425.1, 400.4, 519.2, 468.8333333333333, 644.3666666666667, 956.0666666666667, 732.8333333333334, 1021.6666666666666, 1365.8333333333333, 532.4, 278.3333333333333, 821.9666666666667, 176.4, 711.4, 549.0666666666667, 643.5, 100.53333333333333, 33.43333333333333, 0.0, 21.333333333333332, 9.233333333333333, 21.0, 11.766666666666667]",25.0
"[0.0, 19.133333333333333, 3.933333333333333, 7.766666666666667, 7.9, 12.466666666666667, 11.266666666666667, 110.66666666666667, 40.833333333333336, 60.53333333333333, 8.2, 14.433333333333334, 183.66666666666666, 879.2333333333333, 1188.8666666666666, 307.26666666666665, 242.06666666666666, 458.53333333333336, 251.96666666666667, 420.6333333333333, 318.76666666666665, 490.5, 373.8666666666667, 497.93333333333334, 396.0, 254.63333333333333, 517.1333333333333, 311.56666666666666, 398.8666666666667, 1141.7, 820.6666666666666, 775.8333333333334, 494.46666666666664, 611.9333333333333, 667.0666666666667, 719.2, 482.26666666666665, 818.0333333333333, 359.73333333333335, 338.2, 233.86666666666667, 171.66666666666666, 319.23333333333335, 240.63333333333333, 456.03333333333336, 943.0333333333333, 764.9333333333333, 43.93333333333333]",25.0
"[0.7666666666666667, 10.533333333333333, 1.6666666666666667, 62.3, 6.433333333333334, 12.833333333333334, 1.9666666666666666, 7.8, 16.8, 6.4, 9.666666666666666, 46.56666666666667, 184.06666666666666, 876.0, 834.6333333333333, 177.63333333333333, 380.4, 249.66666666666666, 279.0, 304.9, 202.36666666666667, 435.46666666666664, 681.4666666666667, 498.6333333333333, 259.6666666666667, 775.0666666666667, 491.8333333333333, 443.26666666666665, 713.7, 483.3333333333333, 1256.5, 568.9, 774.7333333333333, 762.1333333333333, 482.6333333333333, 401.73333333333335, 1174.5, 697.8, 1246.5666666666666, 1267.1333333333334, 1588.4666666666667, 1097.9666666666667, 810.6666666666666, 633.3666666666667, 693.4, 811.6333333333333, 757.3666666666667, 1232.6666666666667]",25.0
"[905.4, 904.5666666666667, 394.06666666666666, 4.8, 0.0, 17.166666666666668, 1.3333333333333333, 4.9, 9.633333333333333, 10.033333333333333, 6.266666666666667, 2.2, 6.066666666666666, 159.06666666666666, 1051.6, 521.8666666666667, 916.1666666666666, 801.4333333333333, 621.3666666666667, 1046.7666666666667, 1213.2666666666667, 820.6333333333333, 991.5666666666667, 544.7333333333333, 597.8333333333334, 1214.8333333333333, 1588.0333333333333, 631.1666666666666, 1131.2333333333333, 765.8, 477.46666666666664, 797.1666666666666, 935.4666666666667, 875.8333333333334, 714.6333333333333, 343.56666666666666, 213.4, 356.96666666666664, 496.4, 688.3333333333334, 89.4, 185.36666666666667, 756.7666666666667, 680.7, 37.4, 1078.3333333333333, 749.7, 401.53333333333336]",25.0
"[0.8, 0.7333333333333333, 9.733333333333333, 9.933333333333334, 11.366666666666667, 3.0, 10.1, 10.833333333333334, 2.966666666666667, 11.133333333333333, 7.233333333333333, 14.766666666666667, 7.533333333333333, 11.933333333333334, 772.2333333333333, 854.5, 561.7, 653.9, 1132.4333333333334, 1038.8, 685.4666666666667, 872.2333333333333, 414.7, 511.8666666666667, 930.4, 724.1666666666666, 900.5333333333333, 309.3, 365.03333333333336, 620.1666666666666, 1167.6, 1298.7333333333333, 1024.6666666666667, 599.5666666666667, 658.0666666666667, 971.5, 1277.0666666666666, 1109.8, 1205.2666666666667, 1092.8, 977.7666666666667, 648.4, 609.3, 696.3333333333334, 871.8333333333334, 877.9666666666667, 797.9, 664.2666666666667]",25.0
"[1005.6333333333333, 518.0, 0.0, 16.5, 3.6666666666666665, 11.733333333333333, 2.4, 14.366666666666667, 17.7, 26.633333333333333, 5.6, 25.2, 196.8, 873.2666666666667, 629.7666666666667, 922.4, 648.6666666666666, 1189.0666666666666, 636.5, 679.6, 687.9, 548.7333333333333, 721.5333333333333, 554.1666666666666, 976.4333333333333, 943.4666666666667, 1335.3333333333333, 1217.7, 1109.4333333333334, 835.1333333333333, 1237.2666666666667, 1075.3, 663.0333333333333, 1228.0, 739.0666666666667, 770.6333333333333, 576.2666666666667, 902.7666666666667, 110.1, 794.7, 715.4333333333333, 461.7, 1093.7666666666667, 1202.9666666666667, 670.0666666666667, 5.366666666666666, 7.133333333333334, 0.2]",25.0
"[14.066666666666666, 10.9, 11.833333333333334, 1.9, 4.166666666666667, 13.033333333333333, 11.433333333333334, 9.2, 10.3, 6.6, 9.566666666666666, 39.13333333333333, 739.2333333333333, 808.7333333333333, 1002.6666666666666, 712.0, 341.4, 119.8, 329.8666666666667, 845.1, 902.4666666666667, 254.96666666666667, 132.4, 480.3, 551.3333333333334, 1132.3, 991.9333333333333, 1247.4666666666667, 1628.9333333333334, 1293.2333333333333, 741.2333333333333, 437.6, 961.3333333333334, 943.3333333333334, 1059.8, 1184.8, 796.5666666666667, 974.4333333333333, 987.7, 376.0, 317.73333333333335, 775.1666666666666, 297.03333333333336, 445.3333333333333, 167.0, 166.13333333333333, 856.0, 908.8]",25.0
"[75.13333333333334, 6.4, 3.5, 3.933333333333333, 2.933333333333333, 3.6666666666666665, 9.733333333333333, 1.8333333333333333, 127.0, 91.5, 0.0, 0.0, 0.0, 0.0, 224.7, 0.6, 12.7, 1.0333333333333334, 0.23333333333333334, 37.3, 1.9, 24.766666666666666, 73.83333333333333, 0.26666666666666666, 0.0, 0.4, 0.3333333333333333, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 78.33333333333333, 44.13333333333333, 24.6, 54.9, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",25.0
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 285.2, 197.36666666666667, 399.23333333333335, 546.4666666666667, 369.56666666666666, 461.46666666666664, 441.8333333333333, 333.0, 346.9, 281.6, 307.93333333333334, 297.6333333333333, 539.3, 388.53333333333336, 225.53333333333333, 252.93333333333334, 143.16666666666666, 50.5, 367.56666666666666, 394.6666666666667, 372.96666666666664, 363.53333333333336, 296.6333333333333, 555.9333333333333, 234.86666666666667, 153.46666666666667, 157.63333333333333, 152.16666666666666, 140.03333333333333, 107.46666666666667, 196.33333333333334, 638.3333333333334]",26.0
"[107.73333333333333, 18.2, 8.9, 18.9, 1.8666666666666667, 6.366666666666666, 1.6666666666666667, 9.933333333333334, 1.2333333333333334, 4.266666666666667, 8.3, 11.633333333333333, 13.133333333333333, 5.233333333333333, 82.76666666666667, 47.8, 256.56666666666666, 469.73333333333335, 324.1333333333333, 167.63333333333333, 417.06666666666666, 551.1, 316.1, 502.1333333333333, 465.1333333333333, 416.3333333333333, 227.03333333333333, 346.96666666666664, 362.6666666666667, 503.7, 743.2, 451.53333333333336, 218.56666666666666, 448.26666666666665, 514.9333333333333, 393.3, 263.1666666666667, 403.7, 663.8333333333334, 273.56666666666666, 197.16666666666666, 253.36666666666667, 178.73333333333332, 112.4, 116.36666666666666, 252.3, 86.5, 294.8]",26.0
"[19.8, 23.533333333333335, 23.166666666666668, 0.0, 9.0, 1.0333333333333334, 4.433333333333334, 17.8, 5.3, 15.5, 12.2, 8.966666666666667, 8.966666666666667, 21.033333333333335, 70.03333333333333, 64.23333333333333, 27.4, 482.1666666666667, 226.26666666666668, 596.9, 898.5333333333333, 472.1, 614.9666666666667, 521.8, 403.06666666666666, 711.2, 419.76666666666665, 488.4, 422.1666666666667, 466.76666666666665, 357.3333333333333, 1809.8333333333333, 579.6, 234.3, 201.76666666666668, 453.53333333333336, 427.76666666666665, 434.73333333333335, 319.6333333333333, 401.23333333333335, 507.96666666666664, 331.8, 378.4, 276.6666666666667, 122.46666666666667, 134.83333333333334, 358.2, 29.066666666666666]",26.0
"[13.566666666666666, 14.3, 16.033333333333335, 0.4, 3.566666666666667, 16.3, 18.9, 14.066666666666666, 12.9, 12.466666666666667, 1.1333333333333333, 8.933333333333334, 18.066666666666666, 13.866666666666667, 87.03333333333333, 76.96666666666667, 7.533333333333333, 189.3, 457.93333333333334, 152.8, 311.8, 414.56666666666666, 463.03333333333336, 575.4, 710.5666666666667, 412.9, 432.46666666666664, 419.43333333333334, 345.06666666666666, 443.8666666666667, 482.2, 688.3333333333334, 458.3333333333333, 557.3666666666667, 640.6333333333333, 478.8, 476.03333333333336, 345.76666666666665, 385.0, 413.7, 405.26666666666665, 176.1, 143.56666666666666, 305.76666666666665, 404.43333333333334, 275.1333333333333, 22.133333333333333, 0.0]",26.0
"[20.033333333333335, 7.733333333333333, 0.0, 21.366666666666667, 6.833333333333333, 3.8333333333333335, 10.0, 11.266666666666667, 2.8333333333333335, 16.433333333333334, 197.7, 519.4666666666667, 239.16666666666666, 234.33333333333334, 283.03333333333336, 369.93333333333334, 535.8333333333334, 678.3333333333334, 934.9, 352.1, 442.73333333333335, 839.8666666666667, 706.9666666666667, 427.2, 469.26666666666665, 480.8333333333333, 288.0, 384.76666666666665, 451.6666666666667, 346.93333333333334, 672.9333333333333, 581.0666666666667, 263.3666666666667, 111.2, 310.6666666666667, 870.1666666666666, 509.1666666666667, 339.8, 162.6, 407.0, 301.26666666666665, 263.3333333333333, 418.76666666666665, 217.73333333333332, 475.03333333333336, 293.43333333333334, 297.93333333333334, 256.9]",26.0
"[109.53333333333333, 0.0, 12.1, 5.3, 0.0, 0.0, 10.866666666666667, 11.066666666666666, 6.466666666666667, 12.066666666666666, 9.366666666666667, 18.266666666666666, 33.96666666666667, 203.63333333333333, 675.7, 283.6666666666667, 258.6, 367.3333333333333, 390.5, 337.1333333333333, 171.6, 180.6, 368.1666666666667, 566.2, 617.1333333333333, 410.53333333333336, 490.6666666666667, 591.2, 356.8, 417.76666666666665, 211.13333333333333, 866.2666666666667, 156.73333333333332, 0.0, 282.6666666666667, 42.36666666666667, 0.1, 34.0, 25.866666666666667, 219.73333333333332, 317.76666666666665, 175.83333333333334, 211.46666666666667, 77.3, 384.23333333333335, 367.1, 171.43333333333334, 233.93333333333334]",26.0
"[1.9666666666666666, 10.633333333333333, 4.366666666666666, 0.2, 4.8, 12.5, 17.966666666666665, 3.3333333333333335, 7.066666666666666, 4.133333333333334, 6.866666666666666, 4.566666666666666, 19.366666666666667, 6.0, 134.03333333333333, 243.26666666666668, 680.9333333333333, 424.6666666666667, 505.53333333333336, 245.16666666666666, 472.96666666666664, 350.0, 534.0666666666667, 438.1333333333333, 250.06666666666666, 476.6, 579.7666666666667, 255.53333333333333, 391.6, 414.26666666666665, 309.4, 300.4, 291.1666666666667, 335.0, 986.6333333333333, 397.03333333333336, 403.76666666666665, 284.1333333333333, 455.6666666666667, 434.23333333333335, 600.5666666666667, 301.96666666666664, 627.5, 272.6333333333333, 295.8666666666667, 216.46666666666667, 35.53333333333333, 20.5]",26.0
"[6.266666666666667, 4.733333333333333, 4.966666666666667, 13.033333333333333, 0.0, 13.0, 3.6333333333333333, 7.333333333333333, 14.833333333333334, 8.3, 12.466666666666667, 478.93333333333334, 285.5, 155.3, 319.8, 731.5, 585.3333333333334, 561.6666666666666, 916.3333333333334, 636.6333333333333, 260.56666666666666, 211.73333333333332, 226.5, 119.6, 553.5333333333333, 528.0333333333333, 471.26666666666665, 708.2333333333333, 792.4, 338.26666666666665, 193.83333333333334, 325.3, 240.36666666666667, 499.43333333333334, 145.53333333333333, 532.2, 396.93333333333334, 715.6666666666666, 382.43333333333334, 117.73333333333333, 84.56666666666666, 298.3, 274.23333333333335, 44.833333333333336, 63.266666666666666, 0.0, 13.333333333333334, 3.1]",26.0
"[460.53333333333336, 21.3, 0.0, 4.866666666666666, 0.0, 7.066666666666666, 7.833333333333333, 5.766666666666667, 1.4666666666666666, 10.866666666666667, 10.6, 24.433333333333334, 8.266666666666667, 23.666666666666668, 206.3, 568.9, 584.4, 363.93333333333334, 235.73333333333332, 413.6333333333333, 264.5, 350.6, 402.73333333333335, 553.2666666666667, 525.9, 360.2, 246.2, 365.4, 384.3666666666667, 478.93333333333334, 416.6666666666667, 616.3, 475.56666666666666, 442.3666666666667, 580.0333333333333, 143.13333333333333, 280.1333333333333, 616.9, 288.46666666666664, 335.3333333333333, 416.3333333333333, 405.6, 578.7333333333333, 582.2333333333333, 171.9, 681.5, 962.1666666666666, 454.1333333333333]",26.0
"[52.56666666666667, 150.66666666666666, 69.4, 318.96666666666664, 47.1, 17.7, 0.0, 8.5, 0.0, 4.8, 1.0666666666666667, 8.7, 10.3, 11.666666666666666, 37.53333333333333, 104.23333333333333, 18.1, 19.9, 38.36666666666667, 417.26666666666665, 381.3333333333333, 266.1666666666667, 406.5, 605.8666666666667, 455.46666666666664, 432.3666666666667, 421.06666666666666, 509.6, 337.6666666666667, 144.26666666666668, 504.93333333333334, 89.8, 25.433333333333334, 141.9, 140.53333333333333, 298.6, 278.7, 113.76666666666667, 230.06666666666666, 206.36666666666667, 107.8, 785.8666666666667, 5.733333333333333, 74.8, 312.1333333333333, 110.03333333333333, 7.8, 12.733333333333333]",26.0
"[7.066666666666666, 6.833333333333333, 0.1, 1.7666666666666666, 0.6333333333333333, 3.7333333333333334, 5.7, 12.466666666666667, 0.0, 3.0, 6.3, 12.033333333333333, 3.466666666666667, 5.566666666666666, 28.866666666666667, 7.066666666666666, 29.033333333333335, 26.5, 104.9, 432.53333333333336, 372.76666666666665, 161.76666666666668, 455.53333333333336, 385.1, 590.3666666666667, 195.26666666666668, 84.43333333333334, 668.1666666666666, 307.93333333333334, 383.43333333333334, 358.1333333333333, 215.26666666666668, 464.6, 726.7666666666667, 460.8333333333333, 246.2, 450.76666666666665, 234.66666666666666, 376.1666666666667, 261.8333333333333, 177.33333333333334, 301.2, 544.6, 106.4, 71.36666666666666, 0.0, 1.0333333333333334, 2.8333333333333335]",26.0
"[0.0, 0.0, 1.7, 176.4, 9.466666666666667, 0.0, 6.733333333333333, 3.7666666666666666, 4.6, 1.2333333333333334, 13.133333333333333, 3.7333333333333334, 12.0, 472.8333333333333, 269.3333333333333, 368.5, 650.1666666666666, 982.5666666666667, 222.76666666666668, 271.6333333333333, 404.9, 494.8, 408.8666666666667, 199.26666666666668, 354.8, 465.93333333333334, 539.0, 333.93333333333334, 511.1666666666667, 281.53333333333336, 608.2, 871.8, 536.7333333333333, 700.5, 458.76666666666665, 334.46666666666664, 930.9333333333333, 630.4, 529.5666666666667, 249.4, 268.6333333333333, 301.3666666666667, 356.6, 65.83333333333333, 286.0, 3.1666666666666665, 0.0, 24.633333333333333]",26.0
"[1.9666666666666666, 0.0, 13.4, 9.4, 3.3, 8.266666666666667, 2.466666666666667, 11.833333333333334, 0.9333333333333333, 25.466666666666665, 47.63333333333333, 599.5, 443.1, 339.3666666666667, 769.8666666666667, 519.2333333333333, 417.43333333333334, 221.3, 434.06666666666666, 248.63333333333333, 536.8, 485.26666666666665, 363.73333333333335, 75.66666666666667, 666.8, 500.96666666666664, 497.8666666666667, 141.26666666666668, 223.3, 411.56666666666666, 588.9, 44.06666666666667, 29.666666666666668, 140.9, 238.56666666666666, 357.76666666666665, 381.96666666666664, 85.6, 281.1, 276.56666666666666, 408.2, 301.3, 39.0, 216.93333333333334, 136.93333333333334, 285.46666666666664, 126.0, 359.1666666666667]",26.0
"[42.43333333333333, 4.266666666666667, 5.866666666666666, 3.033333333333333, 5.933333333333334, 3.533333333333333, 7.333333333333333, 13.933333333333334, 3.1333333333333333, 1.4333333333333333, 16.1, 1.5666666666666667, 6.033333333333333, 349.76666666666665, 702.1666666666666, 219.5, 525.9333333333333, 272.93333333333334, 368.06666666666666, 612.4, 374.1333333333333, 646.6333333333333, 291.46666666666664, 254.9, 117.26666666666667, 164.56666666666666, 90.66666666666667, 486.3666666666667, 171.63333333333333, 48.1, 0.0, 0.0, 56.733333333333334, 15.533333333333333, 0.0, 0.0, 0.0, 0.0, 99.66666666666667, 0.0, 66.66666666666667, 4.766666666666667, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",26.0
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.066666666666667, 0.4, 0.0, 0.0, 0.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",26.0
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 32.166666666666664, 78.2, 15.733333333333333, 0.1, 0.0, 2.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",26.0
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",26.0
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",26.0
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.13333333333333333, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",26.0
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",26.0
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",26.0
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.8, 0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",26.0
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",26.0
